"vid","cid","id","source","project","pcode","name","visit_date","visit_onsite","visit_onsite_novisitreason","geom","longitude","latitude","location_origin","province","province_old","territoire","collectivite","groupement","village","workers_numb","access_dry","access_wet","is_3t_mine","is_gold_mine","mineral1","selling_points_mineral1","final_destination_mineral1","mineral2","selling_points_mineral2","final_destination_mineral2","mineral3","selling_points_mineral3","final_destination_mineral3","mercury","presence","interference","armed_group1","type_armed_group1","frequency_armed_group1","taxation_armed_group1","commerce_taxation_armed_group1","entrance_taxation_armed_group1","monopoly_armed_group1","buying_minerals_armed_group1","digging_armed_group1","forced_labour_armed_group1","pillaging_armed_group1","pit_ownership_armed_group1","armed_group2","type_armed_group2","frequency_armed_group2","taxation_armed_group2","commerce_taxation_armed_group2","entrance_taxation_armed_group2","monopoly_armed_group2","buying_minerals_armed_group2","digging_armed_group2","forced_labour_armed_group2","pillaging_armed_group2","pit_ownership_armed_group2","armed_group3","type_armed_group3","frequency_armed_group3","taxation_armed_group3","commerce_taxation_armed_group3","entrance_taxation_armed_group3","monopoly_armed_group3","buying_minerals_armed_group3","digging_armed_group3","forced_labour_armed_group3","pillaging_armed_group3","pit_ownership_armed_group3","mechanisation","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","women","womenwork"
6523,4916,826,"IPIS","IPIS - USAID","codmine04169","Wamugonga tubazowe","2022-09-20",1,,"0101000020E6100000664007A74FC83B40484849B489B806C0",27.7824654,-2.8401064,"GPS","Sud-Kivu",,"Shabunda","Bakisi","Baliga","Lukamba, Bujumbura, Kampompo",40,"more2h","more2h",0,1,"Or","Shabunda centre, kamulilu et kamituga","Bukavu, Goma",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Plus d'une fois par semaine","1",1,,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",0,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","DGI",,,0,,0,
6524,4917,726,"IPIS","IPIS - Madini","codmine02676","Makodisala","2022-09-21",1,,"0101000020E6100000865AD3BCE3F43C40764F1E166A4DF33F",28.9566,1.2064,"GPS","Ituri","Orientale","Mambasa","Mambasa","Nyangwe","Binase",15,"less2h","less2h",0,1,"Or","Kilima Mweza, Biondo","Bunia",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Quotidien","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Haut",,,,,,,1,"Creuser, Lavage, Traiter les déchets",1,"Lavage, Traiter les déchets"
6525,4918,827,"IPIS","IPIS - USAID","codmine04170","Kyabunda","2022-09-21",1,,"0101000020E61000005EDA70581ACA3B40DB25602AECA806C0",27.7894645,-2.8324817,"GPS","Sud-Kivu",,"Shabunda","Bakisi","Baliga","Kamupompo, Kisasa, Kyabunda",32,"more2h","more2h",0,1,"Or","Shabunda et Bukavu et kamituga","Bukavu, Goma, Kamituga",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,,"1","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",0,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","Anti-fraude",,,1,"Creuser",0,
6526,4919,727,"IPIS","IPIS - Madini","codmine00064","Mabukulu","2022-09-22",0,"Conditions climatiques","0101000020E610000065069AED110F3D40575B36E5985FF23F",29.05886731157661,1.1483391717535676,"GPS","Ituri","Orientale","Mambasa","Bakwanza","Bapwele","Some, Bisisa",80,"less2h","less2h",0,1,"Or","Somé","Bunia, Butembo",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Creuser, Lavage, Traiter les déchets",0,
6527,4920,828,"IPIS","IPIS - USAID","codmine00815","Bujumbura","2022-09-22",1,,"0101000020E61000006DFEB30699CC3B4035F2B52ECAC606C0",27.799209994262515,-2.8470653199458646,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Buzumbura",200,"more2h","more2h",0,1,"Or","Shabunda centre et kamituga","Bukavu, Goma",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",1,,"1","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",1,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Haut","SAESSCAM","Division des mines","Anti-fraude","Chefferie",,,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",0,
6528,4921,831,"IPIS","IPIS - USAID","codmine04171","Kamisele","2022-09-22",1,,"0101000020E61000007B18B5560FCD3B401BFA8271CBB206C0",27.8010153,-2.8373021,"GPS","Sud-Kivu",,"Shabunda","Bakisi","Baliga","Bujumbura, Kampompo, Museka",300,"more2h","more2h",0,1,"Or","Shabunda , kamituga et kamulilo","Bukavu, Goma",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",1,,"1","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",1,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Haut","SAESSCAM","Division des mines","Anti-fraude","Chefferie",,,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",0,
6529,4922,829,"IPIS","IPIS - USAID","codmine00814","Buzumbura (1 et 2)","2022-09-23",0,"Activités minières suspendues","0101000020E610000077DCF0BBE9CE3B40E94482A966B606C0",27.808254,-2.839063,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Buzumbura",0,,,0,1,"Or",,,,,,,,,,0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,,,,,,,,,,
6530,4923,834,"IPIS","IPIS - USAID","codmine01169","Cadeza","2022-09-23",0,"Insécurité","0101000020E61000001F1CC4F33F063C4096CFF23CB8DB15C0",28.0244133333,-5.46457,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Kitengetenge","Kabondo",62,"carmoto","carmoto",0,1,"Or","CADEZA ","Bukvu, Kongolo, Kalemie ",,,,,,,"1",1,1,"Maï-Maï Apa Na Pale","Groupe armé local","Quotidien","0",0,,"0","0","1","0","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,"Bas",,,,,,,0,,0,
6531,4924,728,"IPIS","IPIS - Madini","codmine01245","Lisala","2022-09-23",0,"Conditions climatiques","0101000020E61000007B63D5311A053D40A89ACCF09C6FF33F",29.019930948826623,1.214749279615413,"GPS","Ituri","Orientale","Mambasa","Mambasa","Binase","Binase",30,"less2h","less2h",0,1,"Or","Binase","Bunia, Butembo",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,0,,0,
6532,4925,729,"IPIS","IPIS - Madini","codmine01315","Sans Soucis","2022-09-23",1,,"0101000020E6100000DD24068195033D406FF085C954C1F33F",29.014,1.2347,"GPS","Ituri","Orientale","Mambasa","Mambasa","Mputu","Binase",21,"less2h","less2h",0,1,"Or","Binase","Bunia",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Bas",,,,,,,1,"Creuser, Lavage, Traiter les déchets",0,
6533,4926,830,"IPIS","IPIS - USAID","codmine00813","Museka","2022-09-24",1,,"0101000020E610000079DFFDD10AD13B4082F402B3D1C606C0",27.816571354370783,-2.8470796571041896,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Museka",150,"more2h","more2h",0,1,"Or","Kamulila, shabunda centre et kamulilo.","Bukavu, Goma, Kamituga",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",0,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Haut","SAESSCAM","Division des mines","Anti-fraude","Chefferie",,,1,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",0,
6534,4927,730,"IPIS","IPIS - Madini","codmine03476","Makpama","2022-09-25",0,"Conditions climatiques","0101000020E61000006830D9473BFF3C405BB513B3542BF33F",28.99699830105274,1.1980788226313368,"GPS","Ituri","Orientale","Mambasa",,,,14,"more2h","more2h",0,1,"Or","Kilima Mweza","Bunia",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Bas",,,,,,,0,,0,
6535,4928,731,"IPIS","IPIS - Madini","codmine00070","Mandelendele","2022-09-26",1,,"0101000020E61000009A5D14A139FE3C406D61E006F953F33F",28.993066852066114,1.208001162396694,"GPS","Ituri","Orientale","Mambasa","Mambasa","Mputu","Butiaba",8,"less2h","less2h",0,1,"Or","Kilima Mweza","Bunia",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Bas",,,,,,,1,"Creuser, Lavage, Traiter les déchets",0,
6536,4929,732,"IPIS","IPIS - Madini","codmine00071","Mapeda","2022-09-26",1,,"0101000020E610000005A3923A01FD3C409A9999999999F33F",28.9883,1.225,"GPS","Ituri","Orientale","Mambasa","Mambasa","Nyangwe","Binase, Kilima Mweza",26,"less2h","less2h",0,1,"Or","Kilima Mweza","Bunia",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines","DGRPI",,,,0,,0,
6537,4930,789,"IPIS","IPIS - USAID","codmine01030","Jogo/La mort/Ocean","2022-09-26",1,,"0101000020E610000069833EF1C2EA3B40598D36C945A014C0",27.917037084352533,-5.1565162124200805,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Bango-Bango","Musebe, Butondo",354,"less2h","less2h",0,1,"Or","Centre de négoce Musebe","Kongolo, Bukavu, Kalemie",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Plus d'une fois par semaine","1",0,,"0","0","0","0","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,"Haut","SAESSCAM","Division des mines",,"Groupement",,,0,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
6538,4931,733,"IPIS","IPIS - Madini","codmine00065","Togo","2022-09-27",1,,"0101000020E6100000780B24287E0C3D409A9999999999F23F",29.0488,1.1625,"GPS","Ituri","Orientale","Mambasa","Bakwanza","Bapwele","Bisisa, Some",30,"carmoto","carmoto",0,1,"Or","Somé","Bunia, Butembo",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",0,0,"1","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Haut","SAESSCAM","Division des mines","DGRPI","Afridex",,,0,,0,
6539,4932,791,"IPIS","IPIS - USAID","codmine01294","Musubi","2022-09-27",0,"Activités minières suspendues","0101000020E6100000CD565EF23FF53B40BB9A3C65357D14C0",27.958007,-5.122274,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Bangubangu butondo","Lwambula",0,,,0,1,"Or",,,,,,,,,,0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,,,,,,,,,,
6540,4933,790,"IPIS","IPIS - USAID","codmine01332","Mbigili/Zongwe","2022-09-27",1,,"0101000020E610000081F2449BE9EE3B40C95078C2A48814C0",27.933252052624542,-5.133441008180122,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Butondo","Zongwe",42,"less2h","less2h",0,1,"Or","Mulambi, Musebe","Kongolo, Bukavu, Kalemie",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",0,,"0","0","0","0","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,"Haut","SAESSCAM","Division des mines","Groupement",,,,0,,1,"Lavage, Transport des minerais, Traiter les déchets"
6541,4934,793,"IPIS","IPIS - USAID","codmine01033","Mamba","2022-09-28",0,"Maintenant considéré comme un chantier de Mamba 2 (codmine02814)","0101000020E61000009F60695A8EF33B40E3DA59C73BAA14C0",27.951390887,-5.1662436627,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Bango-Bango",,0,,,0,1,"Or",,,,,,,,,,0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,,,,,,,,,,
6542,4935,734,"IPIS","IPIS - Madini","codmine02680","Angola","2022-09-28",1,,"0101000020E6100000CC5D4BC8070D3D40B30C71AC8BDBF23F",29.0509,1.1786,"GPS","Ituri","Orientale","Mambasa","Bakwanza","Bapwele","Bisisa, Some, Masange",15,"carmoto","carmoto",0,1,"Or","Somé","Bunia",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM",,,,,,1,"Creuser, Lavage, Traiter les déchets",0,
6543,4936,792,"IPIS","IPIS - USAID","codmine02814","Mamba","2022-09-28",1,,"0101000020E6100000F44D4A0560F13B402018F383ACAA14C0",27.94287140907359,-5.166673719131751,"GPS","Tanganyika","Katanga","Nyunzu","Nord-Lukuga","Tengo","Mamba",70,"less2h","less2h",0,1,"Or","Mamba, Musebe","Kongolo, Bukavu, Kalemie",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Plus d'une fois par semaine","1",0,,"0","0","0","0","0","0","Maï-Maï Apa Na Pale","Groupe armé local","Aléatoire","0",0,,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,"Bas","SAESSCAM","Division des mines","Groupement",,,,0,,0,
6544,4937,832,"IPIS","IPIS - USAID","codmine01018","Malewa","2022-10-01",1,,"0101000020E610000039C3E11E74363C40F94CDDDCD95D18C0",28.212709360235042,-6.091651392943498,"GPS","Tanganyika","Katanga","Nyunzu","Sud-Lukuga","Babinga",,1000,"carmoto","carmoto",0,1,"Or","Malewa","Kongolo, Kalemie, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","0",0,,"0","0","1","0","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,"Moyen","SAESSCAM","Division des mines","Groupement",,,,0,,0,
6545,4938,833,"IPIS","IPIS - USAID","codmine03665","100kg","2022-10-02",0,"Activités minières suspendues","0101000020E61000009031772D212F3C4004E78C28ED0D18C0",28.1841,-6.0136,"Approximation","Tanganyika","Katanga","Kalemie",,,,0,,,1,0,"Coltan",,,,,,,,,,0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,,,,,,,,,,
6546,4939,735,"IPIS","IPIS - Madini","codmine03644","Bwa'ya","2022-11-09",1,,"0101000020E6100000B04FA50B56DF3C40D51CC5DE307E10C0",28.8724067,-4.1232333,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Lumbi",28,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Bas","SAESSCAM","Division des mines","Groupement",,,,0,,0,
6547,4940,736,"IPIS","IPIS - Madini","codmine03642","Angote","2022-11-11",1,,"0101000020E61000002830F88FE0DF3C40B15D90E33D9D10C0",28.8745203,-4.1535564,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",318,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Une fois tous les 15 jours","0",0,0,"0","0","0","0","0","1","Moyen","SAESSCAM","Division des mines",,,,,1,"Creuser, Traiter les déchets",1,"PDG"
6548,4941,737,"IPIS","IPIS - Madini","codmine03643","Mukera/Mwamba","2022-11-12",1,,"0101000020E6100000033E3F8C10E43C405F3A52222EAD10C0",28.8908775,-4.1691213,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",30,"carmoto","carmoto",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines","Groupement",,,,0,,0,
6549,4942,738,"IPIS","IPIS - Madini","codmine00935","Deux Maisons","2022-11-13",1,,"0101000020E610000036F1C4628ADE3C409496DB076AAA10C0",28.8692991,-4.1664201,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",61,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Kalemie",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Creuser, Lavage, Traiter les déchets",0,
6550,4943,739,"IPIS","IPIS - Madini","codmine03175","Kwa Colonel","2022-11-13",1,,"0101000020E61000007C702D4954E23C405E64027E8DAC10C0",28.8840986,-4.1685085,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Chez Cantonier",42,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines","Groupement",,,,1,"Creuser, Traiter les déchets",0,
6551,4944,740,"IPIS","IPIS - Madini","codmine00934","Kapanga","2022-11-16",1,,"0101000020E6100000B538BE5186DF3C4054573ECBF3A010C0",28.8731433,-4.15718,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",101,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Creuser, Traiter les déchets",0,
6552,4945,741,"IPIS","IPIS - Madini","codmine03647","Mayumba","2022-11-17",1,,"0101000020E61000003BC780ECF5DE3C40F3B0AB240DA110C0",28.87094,-4.1572767,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",70,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Bas","SAESSCAM","Division des mines",,,,,0,,0,
6553,4946,742,"IPIS","IPIS - Madini","codmine00937","Kenya","2022-11-18",1,,"0101000020E6100000312E0BDC70DE3C40A3682FEC7AB310C0",28.8689096,-4.1752736,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Itota",86,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Bas","SAESSCAM","Division des mines",,,,,0,,0,
6554,4947,743,"IPIS","IPIS - Madini","codmine00933","Ma Boutiques","2022-11-19",1,,"0101000020E61000001CAD0F90D4DF3C40994869368FA310C0",28.8743372,-4.159726,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",28,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Traiter les déchets",0,
6555,4948,744,"IPIS","IPIS - Madini","codmine02952","Lwaya","2022-11-20",1,,"0101000020E610000031E6AAB848B03C401751A6A06F0C13C0",28.688609639857706,-4.762144575263185,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Ngandja","Kabesa","Muchuyuko",70,"carmoto","carmoto",0,1,"Or","Misisi","Baraka, Bukavu, Kalemi",,,,,,,"0",1,1,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police des Mines (PMH)","PMH - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Maï-Maï Yakutumba","Groupe armé local","Une fois par mois","1",0,0,"0","0","1","0","0","1","Moyen","SAESSCAM","Division des mines","Anti-fraude",,,,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets",0,
6556,4949,745,"IPIS","IPIS - Madini","codmine03174","Nandele","2022-11-20",1,,"0101000020E610000033F9669B1BDF3C40161747E5269A10C0",28.871515,-4.150539,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Mukera",43,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Traiter les déchets",0,
6557,4950,746,"IPIS","IPIS - Madini","codmine03478","Kampala","2022-11-21",1,,"0101000020E6100000363F3617D7AF3C401CBA0DED741513C0",28.686875773185612,-4.770953849757031,"GPS","Sud-Kivu","Sud-Kivu","Fizi",,,,300,"less2h","less2h",0,1,"Or","Misisi","Baraka, Bukavu, Kalemi, Uvira",,,,,,,"0",1,1,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police des Mines (PMH)","PMH - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Moyen","SAESSCAM","Division des mines","Localité","Anti-fraude",,,1,"Creuser, Lavage, Traiter les déchets",0,
6558,4951,747,"IPIS","IPIS - Madini","codmine03645","Mwamulenda","2022-11-21",1,,"0101000020E61000000FE8F120E2DD3C4018D412865CAC10C0",28.8667317,-4.1683217,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",83,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1",,"Aucun",,,,,,"0",,,,,"Bas","SAESSCAM","Division des mines",,,,,1,"Creuser, Traiter les déchets",1,"PDG PDG des puits"
6559,4952,398,"IPIS","IPIS - Madini","codmine02977","Wasezya wibingilila","2022-11-22",1,,"0101000020E61000008DC41C4834F33B4026A2F6D30C6D06C0",27.950016505263694,-2.803247123684076,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Kisuku",328,"more2h","more2h",0,1,"Or","Wibingilila","Bukavu",,,,,,,"1",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Quotidien","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Quotidien","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,,,0,,1,"Lavage, Traiter les déchets, Usage du mercure"
6560,4953,748,"IPIS","IPIS - Madini","codmine03663","Abamba","2022-11-22",1,,"0101000020E6100000F72C94CF9DB23C406ABBE385E7DB12C0",28.69772050254411,-4.71475037767855,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Ngandja",,"Misisi centre",230,"less2h","less2h",0,1,"Or","Misisi","Baraka, Bukavu, Kalemi, Uvira",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Maï-Maï Yakutumba","Groupe armé local","Quotidien","1",1,0,"0","0","1","0","0","1","Moyen","SAESSCAM","Division des mines","Localité",,,,1,"Creuser, Lavage, Traiter les déchets",0,
6561,4954,749,"IPIS","IPIS - Madini","codmine04173","Eumba","2022-11-22",1,,"0101000020E6100000709C6F9FB0DF3C40CF5F329FBDB410C0",28.8737888,-4.1765046,"GPS","Sud-Kivu",,"Fizi","Mutambala","Basimukuma Sud","Itato",13,"less2h","less2h",0,1,"Or","Mukera","Baraka, Bukavu, Uvira",,,,,,,"0",1,1,"Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","0","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,"0",,,,,"Bas","SAESSCAM","Division des mines",,,,,0,,0,
6562,4955,399,"IPIS","IPIS - Madini","codmine02978","Lusekeseke","2022-11-23",1,,"0101000020E6100000C689022DC1EE3B40B6DA6681B58606C0",27.932635129089043,-2.8157758817208913,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Kisuku",30,"more2h","more2h",0,1,"Or","Lubila, Lusekeseke","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","1","0","0","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,,,"0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","DGI",,,0,,1,"Traiter les déchets"
