"vid","id","source","project","pcode","name","visit_date","visit","novisit_reason","geom","longitude","latitude","location_origin","prefecture","sousprefecture","commune","village","chantiers_numb","workers_numb","workers_women","workers_women_work_type","childunder15","childunder15_work_type","minerals","minerals_diamant","minerals_or","minerals_autre","production_destination","services1_name","services1_frequency","services2_name","services2_frequency","services3_name","services3_frequency","actor_type","actor1name","actor1name_frequency","actor1name_tax","actor1name_pillage","actor1name_forcedlabour","actor1name_buyminerals","actor1name_digging","actor1name_monopoly","actor2name","actor2name_frequency","actor2name_tax","actor2name_pillage","actor2name_forcedlabour","actor2name_buyminerals","actor2name_digging","actor2name_monopoly","actor3name","actor3name_frequency","actor3name_tax","actor3name_pillage","actor3name_forcedlabour","actor3name_buyminerals","actor3name_digging","actor3name_monopoly","roadblocks","roadblocks_actor","environment_water_change","environment_deforestation","conflict_category","conflict_type","accident_injured","accident_dead"
765,241,"IPIS","IPIS - Covid19 2020","cafmine00272","Gbengoto","2020-11-05",0,"Appel telephonique - Covid19","0101000020E6100000D42B6519E2782E40756754BE7A7F1540",15.2361,5.3744916667,"GPS","Nana-Mambéré","Abba","Abba","Kpokorta",,60,20,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,242,"IPIS","IPIS - Covid19 2020","cafmine00273","Gbadakon","2020-11-05",0,"Appel telephonique - Covid19","0101000020E610000038328FFCC1602E40CC7A319413FD1540",15.18898,5.497145,"GPS","Nana-Mambéré","Abba","Abba","Ndjiba Molé",,60,20,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,132,"IPIS","IPIS - Covid19 2020","cafmine00022","Gamme Senguèmon","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000000AF4893C49FE3040096372487D1C1640",16.993305,5.5278216667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gaga",,1041,350,,70,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,133,"IPIS","IPIS - Covid19 2020","cafmine00023","Yongoro-Nguiza","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000007CE73F7FB4FA30408AB9D21068131640",16.9793166667,5.5189516667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Yongoro-Nguiza",,183,50,,86,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,134,"IPIS","IPIS - Covid19 2020","cafmine00024","Gamme-Carrière","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000009C5BF951FAF330400B5EF415A4091640",16.9530383333,5.509415,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrière",,297,90,,25,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,135,"IPIS","IPIS - Covid19 2020","cafmine00025","Gamme-Yofo","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000AE122C0E67FA30403468E89FE0021640",16.978135,5.50281,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Yofo",,350,70,,50,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,136,"IPIS","IPIS - Covid19 2020","cafmine00027","Gamme 5 Kilo","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000EBAD81AD12043140FCFB8C0B07221640",17.01591,5.53323,"GPS","Ombella-M'Poko","Yaloké","Guézéli","5kilos",,210,91,,62,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,137,"IPIS","IPIS - Covid19 2020","cafmine00028","Ban","2020-11-06",0,"Appel telephonique - Covid19","0101000020E610000015EE6D1FDF073140B753A15F6E3A1640",17.0307483333,5.5570616667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ban",,1200,350,,380,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,141,"IPIS","IPIS - Covid19 2020","cafmine00034","Péya","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000004576CDBF70F9304014C1665E21961640",16.9743766667,5.6466116667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Oko-Péya",,210,85,,72,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,142,"IPIS","IPIS - Covid19 2020","cafmine00035","Oko-Péya","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000AB38FDB464F43040CDB9AD4F268B1640",16.9546616667,5.6358883333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Oko-Péya",,602,120,,87,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,143,"IPIS","IPIS - Covid19 2020","cafmine00036","Nandombo","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000F1AF0DF0B7F83040D5690BAD61791640",16.9715566667,5.6185366667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Dombourou",,120,25,,42,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,146,"IPIS","IPIS - Covid19 2020","cafmine00042","Ban Camp-Bangui","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000AA94C643F20C31407AB921E855BA1640",17.0505716667,5.6819683333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",,198,50,,32,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,147,"IPIS","IPIS - Covid19 2020","cafmine00044","Gbolon","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000A24B109A4A003140A8D529B158D01640",17.0011383333,5.7034633333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",,200,40,,25,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,148,"IPIS","IPIS - Covid19 2020","cafmine00045","Zoué","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000001E9C777777F730404AD235936FE61640",16.9666666667,5.725035,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",,500,98,,102,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,151,"IPIS","IPIS - Covid19 2020","cafmine00050","Gbabé","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000D297B6A490FD30406536C82423071740",16.9904883333,5.75697,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrefour",,358,120,,96,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,173,"IPIS","IPIS - Covid19 2020","cafmine00104","Datoli","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000094AF9248AFF30402F3E9EB809F41540",16.9982016667,5.4883183333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gaga",,470,150,,49,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,174,"IPIS","IPIS - Covid19 2020","cafmine00105","Yabéolo-Yabéngala","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000007CD5CA845F023140FC9A13597EE31540",17.00927,5.4721616667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",,65,24,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,176,"IPIS","IPIS - Covid19 2020","cafmine00107","Gbagaïn","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000656523EB830331402BAEC3F33FF61540",17.0137316667,5.4904783333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",,76,40,,22,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,112,"IPIS","IPIS - Covid19 2020","cafmine00175","Zori","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000F9CFC2794B183140D69A7F1638361340",17.0949016667,4.8029483333,"GPS","Lobaye","Boganangone","Boganangone","Djoumbélé",,60,25,,7,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,110,"IPIS","IPIS - Covid19 2020","cafmine00176","Tokoyeingue","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000001B4CC3F0113D3140C7C8C0DF42D11240",17.238555,4.7043566667,"GPS","Lobaye","Boganangone","Boganangone","Village Dolo Apres Zalingo",,40,17,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,81,"IPIS","IPIS - Covid19 2020","cafmine00177","Site Koh3","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000009EC04C00EB223140AA9A20EA3E101340",17.1363983333,4.765865,"GPS","Lobaye","Boganangone","Boganangone","Ndoubi",,45,18,,9,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,82,"IPIS","IPIS - Covid19 2020","cafmine00178","Gbapana","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000425574FF6B1B314087A2409FC8331140",17.1071166667,4.30057,"GPS","Lobaye","Boganda","Boganda","Boganda",,60,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,83,"IPIS","IPIS - Covid19 2020","cafmine00179","Site Doubi 2","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000086CF61B001C3140413938B6B1BC1240",17.1093766667,4.6842716667,"GPS","Lobaye","Boganangone","Boganangone","Village Gbadeing",,30,12,,3,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,194,"IPIS","IPIS - Covid19 2020","cafmine00183","Koro","2020-11-06",0,"Appel telephonique - Covid19","0101000020E6100000D9CF6229926B30408C648F5033041A40",16.420199,6.504102,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Balua",,4,0,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,195,"IPIS","IPIS - Covid19 2020","cafmine00184","Ouham","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000009C31CC09DA683040CFBD874B8EAB1940",16.409577,6.417535,"Approximation","Ouham-Pendé","Bozoum","Bozoum","Kosso",,7,3,,4,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,196,"IPIS","IPIS - Covid19 2020","cafmine00185","Mbabolkaré","2020-11-06",0,"Appel telephonique - Covid19","0101000020E61000001EF98381E76630402BF702B342911940",16.40197,6.391856,"Approximation","Ouham-Pendé","Bozoum","Bozoum","Kosso",,40,10,,4,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2,"IPIS","IPIS - Covid19 2020","cafmine00012","Kangabé","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000B9FAB1497E5C2F409BA9108FC43B1B40",15.680651,6.808367,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Moundji",,150,60,,30,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","semaine",1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
792,125,"IPIS","IPIS - Covid19 2020","cafmine00015","Pouadoungbe","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000FC819A358BD6314019C9B34E82A40E40",17.8380616667,3.8303266667,"GPS","Lobaye","Mbaïki","Moboma","Ndolobo",,300,40,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,126,"IPIS","IPIS - Covid19 2020","cafmine00016","Nkongue","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000BC6922474DD63140B2D7BB3FDEAB0E40",17.8371166667,3.83392,"GPS","Lobaye","Mbaïki","Moboma","Ndolobo",,200,80,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,127,"IPIS","IPIS - Covid19 2020","cafmine00017","Mengui 2","2020-11-07",0,"Appel telephonique - Covid19","0101000020E61000001D774A07EBCB31407540A7A309E10E40",17.796555,3.8598816667,"GPS","Lobaye","Mbaïki","Bogongo Gaza","Mengui",,50,0,,9,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,128,"IPIS","IPIS - Covid19 2020","cafmine00018","Mengui 1","2020-11-07",0,"Appel telephonique - Covid19","0101000020E610000091FFF1398ACE31402C61D8DE81B40E40",17.8067966667,3.8381383333,"GPS","Lobaye","Mbaïki","Bogongo Gaza","Mengui",,210,85,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,129,"IPIS","IPIS - Covid19 2020","cafmine00019","Ouana-Sego","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000EEFD353478CA31407F88786832560E40",17.7908966667,3.7920883333,"GPS","Lobaye","Mbaïki","Bogongo Gaza","Mengui",,45,0,,6,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,130,"IPIS","IPIS - Covid19 2020","cafmine00020","Mombondo","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000A7F3B9FFB5D5314047E76767ABC50E40",17.8348083333,3.8465183333,"GPS","Lobaye","Mbaïki","Moboma","Ndolobo",,100,25,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,131,"IPIS","IPIS - Covid19 2020","cafmine00021","Mondakalaka.","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000EC2FBB270FD7314040A309977B4E0E40",17.840075,3.7883216667,"GPS","Lobaye","Mbaïki","Moboma","Mondakalaka",,450,150,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,150,"IPIS","IPIS - Covid19 2020","cafmine00049","Cflt Ban-Zoué","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000F4D57DDB26033140F9E83B9D3E051740",17.0123116667,5.7551216667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrefour",,560,200,,120,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,175,"IPIS","IPIS - Covid19 2020","cafmine00106","Yamboté","2020-11-07",0,"Appel telephonique - Covid19","0101000020E61000000E2241CC380031402A9F4C81DFD91540",17.0008666667,5.4627666667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Yamboté",,520,82,,94,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,177,"IPIS","IPIS - Covid19 2020","cafmine00108","Ban-Ziki","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000C685032159103140E51D0EF0B7001640",17.06386,5.5007016667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",,402,100,,54,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,189,"IPIS","IPIS - Covid19 2020","cafmine00156","Mboumbou","2020-11-07",0,"Appel telephonique - Covid19","0101000020E61000001D03B2D7BBFF2E400CD73C69CE371040",15.49948,4.0544983333,"GPS","Mambéré-Kadéï","Sosso-Nakombo","Basse-Kadéi","Beinademon",,300,50,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,76,"IPIS","IPIS - Covid19 2020","cafmine00168","Chantier Ngoere","2020-11-07",0,"Appel telephonique - Covid19","0101000020E61000009D3F5601D1E62F4002743128C09D1240",15.9508133333,4.6540533333,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Dg",,5,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,206,"IPIS","IPIS - Covid19 2020","cafmine00201","Thiene","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000344091021E5B31403333333333531840",17.3559266667,6.08125,"GPS","Ouham","Bossangoa","Koro-M'poko","Gbakota",,10,2,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,207,"IPIS","IPIS - Covid19 2020","cafmine00202","Willy","2020-11-07",0,"Appel telephonique - Covid19","0101000020E61000006E74A6F5A4413140ADCF6E4F7D7D1840",17.2564233333,6.1225483333,"GPS","Ouham","Bossangoa","Koro-M'poko","Katanga2",,100,10,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,90,"IPIS","IPIS - Covid19 2020","cafmine00298","Gore","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000D21DC4CE14622E406DAD2F12DA721440",15.191565,5.11216,"GPS","Nana-Mambéré","Abba","Abba","Abba",,80,20,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,250,"IPIS","IPIS - Covid19 2020","cafmine00301","Tamberké","2020-11-07",0,"Appel telephonique - Covid19","0101000020E6100000BE1AB787AA6D2E40610BA815B9EA1440",15.2141916667,5.2292216667,"GPS","Nana-Mambéré","Abba","Abba","Abba",,70,30,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,139,"IPIS","IPIS - Covid19 2020","cafmine00031","Senguéyéngué","2020-11-08",0,"Appel telephonique - Covid19","0101000020E6100000287E8CB96BF1304076B5AEF35C0C1640",16.94305,5.5120733333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Garoua-Boulaye",,200,80,,45,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,218,"IPIS","IPIS - Covid19 2020","cafmine00227","Medy","2020-11-08",0,"Appel telephonique - Covid19","0101000020E6100000F58B2947EE0E2E40D3E7D13265BA1440",15.0291616667,5.1820266667,"GPS","Nana-Mambéré","Abba","Abba","Lamy",,200,70,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,237,"IPIS","IPIS - Covid19 2020","cafmine00260","Medy","2020-11-08",0,"Appel telephonique - Covid19","0101000020E61000008143A852B3172E40CF011B320BAA1440",15.04629,5.1660583333,"GPS","Nana-Mambéré","Abba","Abba","Lamy",,150,50,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,243,"IPIS","IPIS - Covid19 2020","cafmine00275","Moenam","2020-11-08",0,"Appel telephonique - Covid19","0101000020E61000007AFCDEA63F532E40D881734694E61540",15.162595,5.475175,"GPS","Nana-Mambéré","Abba","Abba","Ndjiba Molé",,200,80,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,244,"IPIS","IPIS - Covid19 2020","cafmine00276","Medy","2020-11-08",0,"Appel telephonique - Covid19","0101000020E6100000DDD96E717A1C2E40C5D8DB8814A01440",15.0556216667,5.1563283333,"GPS","Nana-Mambéré","Abba","Abba","Lamy",,40,10,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,93,"IPIS","IPIS - Covid19 2020","cafmine00281","Medy_F","2020-11-08",0,"Appel telephonique - Covid19","0101000020E6100000756F2E0FAC552E40A922AEBEA77F1440",15.1673283333,5.1246633333,"GPS","Nana-Mambéré","Abba","Abba","Abba",,150,50,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,106,"IPIS","IPIS - Covid19 2020","cafmine00299","Gore","2020-11-08",0,"Appel telephonique - Covid19","0101000020E61000006D5D81D7545B2E40D5DE790424671440",15.1783816667,5.1007233333,"GPS","Nana-Mambéré","Abba","Abba","Gbaragbere",,100,50,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,138,"IPIS","IPIS - Covid19 2020","cafmine00029","Site De Ban-Kalyé","2020-11-09",0,"Appel telephonique - Covid19","0101000020E6100000EDE37995A2123140F26CBD841D791640",17.0727933333,5.6182766667,"GPS","Ombella-M'Poko","Yaloké","Yaloké","Kalyé",,750,251,,165,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,5,"IPIS","IPIS - Covid19 2020","cafmine00060","Gbaguene","2020-11-09",0,"Appel telephonique - Covid19","0101000020E6100000AF777FBC579D2F403D2AFEEF88CA1B40",15.80731,6.947788,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Koupi",,100,50,,10,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","semaine",1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
817,6,"IPIS","IPIS - Covid19 2020","cafmine00062","Ngorohoul","2020-11-09",0,"Appel telephonique - Covid19","0101000020E610000082AB3C81B0432F4078B5DC9909161B40",15.632206,6.771521,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Moundji",,40,10,,5,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
818,8,"IPIS","IPIS - Covid19 2020","cafmine00079","Gbirindji","2020-11-09",0,"Appel telephonique - Covid19","0101000020E6100000A0A696ADF5CD2F40C3F2E7DB82F51A40",15.902265,6.739757,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Ngoutere",,60,20,,10,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
819,159,"IPIS","IPIS - Covid19 2020","cafmine00081","Yenguere","2020-11-09",0,"Appel telephonique - Covid19","0101000020E6100000C0EAC891CE582F401D740987DEC21B40",15.673451,6.940302,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Yenguere",,80,40,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,166,"IPIS","IPIS - Covid19 2020","cafmine00091","Mbèhya","2020-11-09",0,"Appel telephonique - Covid19","0101000020E610000047054EB681373040B0E8D66B7AA01840",16.216823,6.156717,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Bouforo",,250,100,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,168,"IPIS","IPIS - Covid19 2020","cafmine00093","Mbèya_2","2020-11-09",0,"Appel telephonique - Covid19","0101000020E61000000569C6A2E93830404D10751F80B41840",16.222315,6.17627,"Approximation","Ouham-Pendé","Bozoum","Birvan-Bolé","Biforo",,100,50,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,169,"IPIS","IPIS - Covid19 2020","cafmine00095","Yabossio_1","2020-11-09",0,"Appel telephonique - Covid19","0101000020E61000007C444C89244E304082FFAD64C7F61840",16.305245,6.240995,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",,100,50,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,53,"IPIS","IPIS - Covid19 2020","cafmine00097","Ihnakparé","2020-11-09",0,"Appel telephonique - Covid19","0101000020E6100000BB7EC16ED8563040F88DAF3DB3A41840",16.33924,6.16084,"Approximation","Ouham-Pendé","Bossemtélé","Binon","Kparé",,4,2,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,10,"IPIS","IPIS - Covid19 2020","cafmine00082","Gaga","2020-11-10",0,"Appel telephonique - Covid19","0101000020E610000036CEA62380332F404CC79C67EC1B1B40",15.600587,6.777269,"Approximation","Ouham-Pendé","Bocaranga","Bocaranga","Santoine",,150,50,,20,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
825,208,"IPIS","IPIS - Covid19 2020","cafmine00203","Willy","2020-11-10",0,"Appel telephonique - Covid19","0101000020E6100000E4605E5B52403140E2661F090E821840",17.2512566667,6.1270066667,"GPS","Ouham","Bossangoa","Koro-M'poko","Fini Kodro",,200,25,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,229,"IPIS","IPIS - Covid19 2020","cafmine00239","Pays2","2020-11-10",0,"Appel telephonique - Covid19","0101000020E6100000CEEAF513BBB7314087B55F1C6FC51A40",17.7176983333,6.6928066667,"GPS","Ouham","Bossangoa","Ben Zambé","Boulakaba",,25,5,,8,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,40,"IPIS","IPIS - Covid19 2020","cafmine00294","Walé","2020-11-10",0,"Appel telephonique - Covid19","0101000020E610000097361C96069E2E409624CFF57D881540",15.308644,5.383293,"Approximation","Nana-Mambéré","Abba","Abba","Méré",,60,20,,5,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
828,41,"IPIS","IPIS - Covid19 2020","cafmine00296","Kombelé","2020-11-10",0,"Appel telephonique - Covid19","0101000020E6100000D5106C4B0A512E40627512EF13BA1540",15.1582816667,5.4317166667,"GPS","Nana-Mambéré","Abba","Abba","Gobolo",,200,80,,20,,"Or",0,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
829,171,"IPIS","IPIS - Covid19 2020","cafmine00103","Rota","2020-11-11",0,"Appel telephonique - Covid19","0101000020E61000000C04013274703040BC5D2F4D11C01940",16.439273,6.437566,"Approximation","Ouham-Pendé","Bozoum","Dan-Gbabiri","Rota",,50,20,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,197,"IPIS","IPIS - Covid19 2020","cafmine00186","Gbehingui","2020-11-11",0,"Appel telephonique - Covid19","0101000020E610000084BA48A12CB4304057772CB649A51A40",16.703806,6.661414,"Approximation","Ouham-Pendé","Paoua","Bimbi","Bowé",,250,80,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,84,"IPIS","IPIS - Covid19 2020","cafmine00189","Gbehkara","2020-11-11",0,"Appel telephonique - Covid19","0101000020E61000007380608E1E933040CC41D0D1AA661A40",16.574685,6.600261,"Approximation","Ouham-Pendé","Paoua","Bimbi","Bavara",,250,50,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,226,"IPIS","IPIS - Covid19 2020","cafmine00234","Yoho","2020-11-11",0,"Appel telephonique - Covid19","0101000020E6100000D791FB42B532314012929E4471741840",17.1980783333,6.1137133333,"GPS","Ouham","Bossangoa","Koro-M'poko","Yoho",,10,2,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,31,"IPIS","IPIS - Covid19 2020","cafmine00289","Yémba","2020-11-11",0,"Appel telephonique - Covid19","0101000020E6100000A9BA30E380602F40528C5A3F10331440",15.6884833333,5.0498666667,"GPS","Nana-Mambéré","Abba","Nadziboro","Garka-Boutou",,150,30,,0,,"Diamant",1,0,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
